pod_id,pod_type,face_id,slot_id,slot_type,item_id,orientation,qty,max_qty,item_weight,total_item_weight,item_class
3,0,0,16,4,3008,0,18,18,0.17833333333333334,3.21,1
3,0,1,0,0,463,4,24,24,0.5795833333333333,13.91,0
3,0,1,1,0,219,4,24,24,0.6683333333333333,16.04,0
3,0,1,2,0,219,4,24,24,0.6683333333333333,16.04,0
3,0,1,3,1,2772,5,4,4,1.0,4.0,0
3,0,1,4,1,2772,5,4,4,1.0,4.0,0
3,0,1,5,1,2772,5,4,4,1.0,4.0,0
3,0,1,6,2,2802,4,9,9,0.2,1.8,0
3,0,1,7,2,2802,4,9,9,0.2,1.8,0
3,0,1,8,2,2802,4,9,9,0.2,1.8,0
3,0,1,9,2,2802,4,9,9,0.2,1.8,0
3,0,1,10,2,2802,4,9,9,0.2,1.8,0
3,0,1,11,2,2802,4,9,9,0.2,1.8,0
3,0,1,12,2,2802,4,9,9,0.2,1.8,0
3,0,1,13,2,2802,4,9,9,0.2,1.8,0
3,0,1,14,3,4261,1,12,12,0.2675,3.21,0
3,0,1,15,3,4261,1,12,12,0.2675,3.21,0
3,0,1,16,4,3008,0,18,18,0.17833333333333334,3.21,1
4,0,0,0,0,219,4,24,24,0.6683333333333333,16.04,0
4,0,0,1,0,219,4,24,24,0.6683333333333333,16.04,0
4,0,0,2,0,219,4,24,24,0.6683333333333333,16.04,0
4,0,0,3,1,2772,5,4,4,1.0,4.0,0
4,0,0,4,1,2772,5,4,4,1.0,4.0,0
4,0,0,5,1,2772,5,4,4,1.0,4.0,0
4,0,0,6,2,2802,4,9,9,0.2,1.8,0
4,0,0,7,2,2802,4,9,9,0.2,1.8,0
4,0,0,8,2,2802,4,9,9,0.2,1.8,0
4,0,0,9,2,2802,4,9,9,0.2,1.8,0
4,0,0,10,2,2802,4,9,9,0.2,1.8,0
4,0,0,11,2,2802,4,9,9,0.2,1.8,0
4,0,0,12,2,2802,4,9,9,0.2,1.8,0
4,0,0,13,2,2802,4,9,9,0.2,1.8,0
4,0,0,14,3,4261,1,12,12,0.2675,3.21,0
4,0,0,15,3,4261,1,12,12,0.2675,3.21,0
4,0,0,16,4,5278,1,2,2,15.0,30.0,1
4,0,1,0,0,219,4,24,24,0.6683333333333333,16.04,0
4,0,1,1,0,219,4,24,24,0.6683333333333333,16.04,0
4,0,1,2,0,219,4,24,24,0.6683333333333333,16.04,0
4,0,1,3,1,2772,5,4,4,1.0,4.0,0
4,0,1,4,1,2772,5,4,4,1.0,4.0,0
4,0,1,5,1,2772,5,4,4,1.0,4.0,0
4,0,1,6,2,2802,4,9,9,0.2,1.8,0
4,0,1,7,2,2802,4,9,9,0.2,1.8,0
4,0,1,8,2,2802,4,9,9,0.2,1.8,0
4,0,1,9,2,2802,4,9,9,0.2,1.8,0
4,0,1,10,2,2802,4,9,9,0.2,1.8,0
4,0,1,11,2,2802,4,9,9,0.2,1.8,0
4,0,1,12,2,2802,4,9,9,0.2,1.8,0
4,0,1,13,2,2802,4,9,9,0.2,1.8,0
4,0,1,14,3,4261,1,12,12,0.2675,3.21,0
4,0,1,15,3,4261,1,12,12,0.2675,3.21,0
4,0,1,16,4,5278,1,2,2,15.0,30.0,1
5,0,0,0,0,219,4,24,24,0.6683333333333333,16.04,0
5,0,0,1,0,219,4,24,24,0.6683333333333333,16.04,0
5,0,0,2,0,219,4,24,24,0.6683333333333333,16.04,0
5,0,0,3,1,2772,5,4,4,1.0,4.0,0
5,0,0,4,1,2772,5,4,4,1.0,4.0,0
5,0,0,5,1,2772,5,4,4,1.0,4.0,0
5,0,0,6,2,2802,4,9,9,0.2,1.8,0
5,0,0,7,2,2802,4,9,9,0.2,1.8,0
5,0,0,8,2,2802,4,9,9,0.2,1.8,0
5,0,0,9,2,2802,4,9,9,0.2,1.8,0
5,0,0,10,2,2802,4,9,9,0.2,1.8,0
5,0,0,11,2,2802,4,9,9,0.2,1.8,0
5,0,0,12,2,2802,4,9,9,0.2,1.8,0
5,0,0,13,2,2802,4,9,9,0.2,1.8,0
5,0,0,14,3,4261,1,12,12,0.2675,3.21,0
5,0,0,15,3,4261,1,12,12,0.2675,3.21,0
5,0,0,16,4,5278,1,2,2,15.0,30.0,1
5,0,1,0,0,4290,4,12,12,0.15,1.8,0
5,0,1,1,0,4290,4,12,12,0.15,1.8,0
5,0,1,2,0,4290,4,12,12,0.15,1.8,0
5,0,1,3,1,2772,5,4,4,1.0,4.0,0
5,0,1,4,1,2772,5,4,4,1.0,4.0,0
5,0,1,5,1,2772,5,4,4,1.0,4.0,0
5,0,1,6,2,2802,4,9,9,0.2,1.8,0
5,0,1,7,2,2802,4,9,9,0.2,1.8,0
5,0,1,8,2,2802,4,9,9,0.2,1.8,0
5,0,1,9,2,2802,4,9,9,0.2,1.8,0
5,0,1,10,2,2802,4,9,9,0.2,1.8,0
5,0,1,11,2,2802,4,9,9,0.2,1.8,0
5,0,1,12,2,2802,4,9,9,0.2,1.8,0
5,0,1,13,2,2802,4,9,9,0.2,1.8,0
5,0,1,14,3,4261,1,12,12,0.2675,3.21,0
5,0,1,15,3,4261,1,12,12,0.2675,3.21,0
5,0,1,16,4,5278,1,2,2,15.0,30.0,1
6,0,0,0,0,4290,4,12,12,0.15,1.8,0
6,0,0,1,0,4290,4,12,12,0.15,1.8,0
6,0,0,2,0,4290,4,12,12,0.15,1.8,0
6,0,0,3,1,2772,5,4,4,1.0,4.0,0
6,0,0,4,1,2772,5,4,4,1.0,4.0,0
6,0,0,5,1,2772,5,4,4,1.0,4.0,0
6,0,0,6,2,2802,4,9,9,0.2,1.8,0
6,0,0,7,2,2802,4,9,9,0.2,1.8,0
6,0,0,8,2,2802,4,9,9,0.2,1.8,0
6,0,0,9,2,2802,4,9,9,0.2,1.8,0
6,0,0,10,2,2802,4,9,9,0.2,1.8,0
6,0,0,11,2,2802,4,9,9,0.2,1.8,0
6,0,0,12,2,2802,4,9,9,0.2,1.8,0
6,0,0,13,2,2802,4,9,9,0.2,1.8,0
6,0,0,14,3,71,1,48,48,0.3675,17.64,0
6,0,0,15,3,71,1,48,48,0.3675,17.64,0
6,0,0,16,4,5278,1,2,2,15.0,30.0,1
6,0,1,0,0,4290,4,12,12,0.15,1.8,0
6,0,1,1,0,4290,4,12,12,0.15,1.8,0
6,0,1,2,0,4290,4,12,12,0.15,1.8,0
6,0,1,3,1,2772,5,4,4,1.0,4.0,0
6,0,1,4,1,2772,5,4,4,1.0,4.0,0
6,0,1,5,1,2772,5,4,4,1.0,4.0,0
6,0,1,6,2,2802,4,9,9,0.2,1.8,0
6,0,1,7,2,2802,4,9,9,0.2,1.8,0
6,0,1,8,2,2802,4,9,9,0.2,1.8,0
6,0,1,9,2,2802,4,9,9,0.2,1.8,0
6,0,1,10,2,2802,4,9,9,0.2,1.8,0
6,0,1,11,2,2802,4,9,9,0.2,1.8,0
6,0,1,12,2,2802,4,9,9,0.2,1.8,0
6,0,1,13,2,2802,4,9,9,0.2,1.8,0
6,0,1,14,3,71,1,48,48,0.3675,17.64,0
6,0,1,15,3,4296,1,24,24,0.125,3.0,0
6,0,1,16,4,5278,1,2,2,15.0,30.0,1
7,0,0,0,0,4290,4,12,12,0.15,1.8,0
7,0,0,1,0,4290,4,12,12,0.15,1.8,0
7,0,0,2,0,4290,4,12,12,0.15,1.8,0
7,0,0,3,1,2772,5,4,4,1.0,4.0,0
7,0,0,4,1,2772,5,4,4,1.0,4.0,0
7,0,0,5,1,2772,5,4,4,1.0,4.0,0
7,0,0,6,2,2802,4,9,9,0.2,1.8,0
7,0,0,7,2,2802,4,9,9,0.2,1.8,0
7,0,0,8,2,2802,4,9,9,0.2,1.8,0
7,0,0,9,2,2802,4,9,9,0.2,1.8,0
7,0,0,10,2,2802,4,9,9,0.2,1.8,0
7,0,0,11,2,2802,4,9,9,0.2,1.8,0
7,0,0,12,2,2802,4,9,9,0.2,1.8,0
7,0,0,13,2,2802,4,9,9,0.2,1.8,0
7,0,0,14,3,4296,1,24,24,0.125,3.0,0
7,0,0,15,3,4296,1,24,24,0.125,3.0,0
7,0,0,16,4,5278,1,2,2,15.0,30.0,1
7,0,1,0,0,4290,4,12,12,0.15,1.8,0
7,0,1,1,0,4290,4,12,12,0.15,1.8,0
7,0,1,2,0,4290,4,12,12,0.15,1.8,0
7,0,1,3,1,2772,5,4,4,1.0,4.0,0
7,0,1,4,1,2772,5,4,4,1.0,4.0,0
7,0,1,5,1,2772,5,4,4,1.0,4.0,0
7,0,1,6,2,2802,4,9,9,0.2,1.8,0
7,0,1,7,2,2802,4,9,9,0.2,1.8,0
7,0,1,8,2,2802,4,9,9,0.2,1.8,0
7,0,1,9,2,2802,4,9,9,0.2,1.8,0
7,0,1,10,2,2802,4,9,9,0.2,1.8,0
7,0,1,11,2,2802,4,9,9,0.2,1.8,0
7,0,1,12,2,2802,4,9,9,0.2,1.8,0
7,0,1,13,2,2802,4,9,9,0.2,1.8,0
7,0,1,14,3,4296,1,24,24,0.125,3.0,0
7,0,1,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
7,0,1,16,4,5278,1,2,2,15.0,30.0,1
8,0,0,0,0,4290,4,12,12,0.15,1.8,0
8,0,0,1,0,4290,4,12,12,0.15,1.8,0
8,0,0,2,0,4290,4,12,12,0.15,1.8,0
8,0,0,3,1,2772,5,4,4,1.0,4.0,0
8,0,0,4,1,2772,5,4,4,1.0,4.0,0
8,0,0,5,1,2772,5,4,4,1.0,4.0,0
8,0,0,6,2,2802,4,9,9,0.2,1.8,0
8,0,0,7,2,2802,4,9,9,0.2,1.8,0
8,0,0,8,2,2802,4,9,9,0.2,1.8,0
8,0,0,9,2,2802,4,9,9,0.2,1.8,0
8,0,0,10,2,2802,4,9,9,0.2,1.8,0
8,0,0,11,2,2802,4,9,9,0.2,1.8,0
8,0,0,12,2,2802,4,9,9,0.2,1.8,0
8,0,0,13,2,2802,4,9,9,0.2,1.8,0
8,0,0,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
8,0,0,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
8,0,0,16,4,5278,1,2,2,15.0,30.0,1
8,0,1,0,0,4290,4,12,12,0.15,1.8,0
8,0,1,1,0,4290,4,12,12,0.15,1.8,0
8,0,1,2,0,4290,4,12,12,0.15,1.8,0
8,0,1,3,1,2772,5,4,4,1.0,4.0,0
8,0,1,4,1,2772,5,4,4,1.0,4.0,0
8,0,1,5,1,2772,5,4,4,1.0,4.0,0
8,0,1,6,2,2802,4,9,9,0.2,1.8,0
8,0,1,7,2,2802,4,9,9,0.2,1.8,0
8,0,1,8,2,2802,4,9,9,0.2,1.8,0
8,0,1,9,2,2802,4,9,9,0.2,1.8,0
8,0,1,10,2,2802,4,9,9,0.2,1.8,0
8,0,1,11,2,2802,4,9,9,0.2,1.8,0
8,0,1,12,2,2802,4,9,9,0.2,1.8,0
8,0,1,13,2,2802,4,9,9,0.2,1.8,0
8,0,1,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
8,0,1,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
8,0,1,16,4,5278,1,2,2,15.0,30.0,1
9,0,0,0,0,4206,4,12,12,0.13416666666666668,1.61,0
9,0,0,1,0,4206,4,12,12,0.13416666666666668,1.61,0
9,0,0,2,0,4206,4,12,12,0.13416666666666668,1.61,0
9,0,0,3,1,2772,5,4,4,1.0,4.0,0
9,0,0,4,1,2772,5,4,4,1.0,4.0,0
9,0,0,5,1,2772,5,4,4,1.0,4.0,0
9,0,0,6,2,2802,4,9,9,0.2,1.8,0
9,0,0,7,2,2802,4,9,9,0.2,1.8,0
9,0,0,8,2,2802,4,9,9,0.2,1.8,0
9,0,0,9,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,0,10,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,0,11,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,0,12,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,0,13,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,0,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
9,0,0,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
9,0,0,16,4,5278,1,2,2,15.0,30.0,1
9,0,1,0,0,4206,4,12,12,0.13416666666666668,1.61,0
9,0,1,1,0,4206,4,12,12,0.13416666666666668,1.61,0
9,0,1,2,0,4206,4,12,12,0.13416666666666668,1.61,0
9,0,1,3,1,2772,5,4,4,1.0,4.0,0
9,0,1,4,1,2772,5,4,4,1.0,4.0,0
9,0,1,5,1,2772,5,4,4,1.0,4.0,0
9,0,1,6,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,7,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,8,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,9,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,10,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,11,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,12,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,13,2,5373,1,48,48,0.21666666666666667,10.4,0
9,0,1,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
9,0,1,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
9,0,1,16,4,5278,1,2,2,15.0,30.0,1
10,0,0,0,0,4206,4,12,12,0.13416666666666668,1.61,0
10,0,0,1,0,4206,4,12,12,0.13416666666666668,1.61,0
10,0,0,2,0,4206,4,12,12,0.13416666666666668,1.61,0
10,0,0,3,1,2772,5,4,4,1.0,4.0,0
10,0,0,4,1,2772,5,4,4,1.0,4.0,0
10,0,0,5,1,2772,5,4,4,1.0,4.0,0
10,0,0,6,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,7,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,8,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,9,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,10,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,11,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,12,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,13,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,0,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
10,0,0,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
10,0,0,16,4,5653,0,12,12,0.08333333333333333,1.0,1
10,0,1,0,0,4206,4,12,12,0.13416666666666668,1.61,0
10,0,1,1,0,4206,4,12,12,0.13416666666666668,1.61,0
10,0,1,2,0,4206,4,12,12,0.13416666666666668,1.61,0
10,0,1,3,1,2772,5,4,4,1.0,4.0,0
10,0,1,4,1,2772,5,4,4,1.0,4.0,0
10,0,1,5,1,2772,5,4,4,1.0,4.0,0
10,0,1,6,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,1,7,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,1,8,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,1,9,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,1,10,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,1,11,2,5373,1,48,48,0.21666666666666667,10.4,0
10,0,1,12,2,2801,4,9,9,0.2,1.8,0
10,0,1,13,2,2801,4,9,9,0.2,1.8,0
10,0,1,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
10,0,1,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
10,0,1,16,4,5653,0,12,12,0.08333333333333333,1.0,1
11,0,0,0,0,4206,4,12,12,0.13416666666666668,1.61,0
11,0,0,1,0,4206,4,12,12,0.13416666666666668,1.61,0
11,0,0,2,0,4206,4,12,12,0.13416666666666668,1.61,0
11,0,0,3,1,2772,5,4,4,1.0,4.0,0
11,0,0,4,1,2772,5,4,4,1.0,4.0,0
11,0,0,5,1,2772,5,4,4,1.0,4.0,0
11,0,0,6,2,2801,4,9,9,0.2,1.8,0
11,0,0,7,2,2801,4,9,9,0.2,1.8,0
11,0,0,8,2,2801,4,9,9,0.2,1.8,0
11,0,0,9,2,2801,4,9,9,0.2,1.8,0
11,0,0,10,2,2801,4,9,9,0.2,1.8,0
11,0,0,11,2,2801,4,9,9,0.2,1.8,0
11,0,0,12,2,2801,4,9,9,0.2,1.8,0
11,0,0,13,2,2801,4,9,9,0.2,1.8,0
11,0,0,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
11,0,0,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
11,0,0,16,4,5279,1,1,1,15.0,15.0,1
11,0,1,0,0,4206,4,12,12,0.13416666666666668,1.61,0
11,0,1,1,0,4206,4,12,12,0.13416666666666668,1.61,0
11,0,1,2,0,4206,4,12,12,0.13416666666666668,1.61,0
11,0,1,3,1,2772,5,4,4,1.0,4.0,0
11,0,1,4,1,2772,5,4,4,1.0,4.0,0
11,0,1,5,1,2772,5,4,4,1.0,4.0,0
11,0,1,6,2,2801,4,9,9,0.2,1.8,0
11,0,1,7,2,2801,4,9,9,0.2,1.8,0
11,0,1,8,2,2801,4,9,9,0.2,1.8,0
11,0,1,9,2,2801,4,9,9,0.2,1.8,0
11,0,1,10,2,2801,4,9,9,0.2,1.8,0
11,0,1,11,2,2801,4,9,9,0.2,1.8,0
11,0,1,12,2,2801,4,9,9,0.2,1.8,0
11,0,1,13,2,2801,4,9,9,0.2,1.8,0
11,0,1,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
11,0,1,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
11,0,1,16,4,5279,1,1,1,15.0,15.0,1
12,0,0,0,0,4206,4,12,12,0.13416666666666668,1.61,0
12,0,0,1,0,4206,4,12,12,0.13416666666666668,1.61,0
12,0,0,2,0,543,4,24,24,0.645,15.48,0
12,0,0,3,1,2772,5,4,4,1.0,4.0,0
12,0,0,4,1,2772,5,4,4,1.0,4.0,0
12,0,0,5,1,2772,5,4,4,1.0,4.0,0
12,0,0,6,2,2801,4,9,9,0.2,1.8,0
12,0,0,7,2,2801,4,9,9,0.2,1.8,0
12,0,0,8,2,2801,4,9,9,0.2,1.8,0
12,0,0,9,2,2801,4,9,9,0.2,1.8,0
12,0,0,10,2,2801,4,9,9,0.2,1.8,0
12,0,0,11,2,2801,4,9,9,0.2,1.8,0
12,0,0,12,2,2801,4,9,9,0.2,1.8,0
12,0,0,13,2,2801,4,9,9,0.2,1.8,0
12,0,0,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
12,0,0,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
12,0,0,16,4,5279,1,1,1,15.0,15.0,1
12,0,1,0,0,543,4,24,24,0.645,15.48,0
12,0,1,1,0,543,4,24,24,0.645,15.48,0
12,0,1,2,0,543,4,24,24,0.645,15.48,0
12,0,1,3,1,2772,5,4,4,1.0,4.0,0
12,0,1,4,1,2772,5,4,4,1.0,4.0,0
12,0,1,5,1,2772,5,4,4,1.0,4.0,0
12,0,1,6,2,2801,4,9,9,0.2,1.8,0
12,0,1,7,2,2801,4,9,9,0.2,1.8,0
12,0,1,8,2,2801,4,9,9,0.2,1.8,0
12,0,1,9,2,2801,4,9,9,0.2,1.8,0
12,0,1,10,2,2801,4,9,9,0.2,1.8,0
12,0,1,11,2,2801,4,9,9,0.2,1.8,0
12,0,1,12,2,2801,4,9,9,0.2,1.8,0
12,0,1,13,2,2801,4,9,9,0.2,1.8,0
12,0,1,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
12,0,1,15,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
12,0,1,16,4,5279,1,1,1,15.0,15.0,1
13,0,0,0,0,543,4,24,24,0.645,15.48,0
13,0,0,1,0,543,4,24,24,0.645,15.48,0
13,0,0,2,0,543,4,24,24,0.645,15.48,0
13,0,0,3,1,2772,5,4,4,1.0,4.0,0
13,0,0,4,1,2772,5,4,4,1.0,4.0,0
13,0,0,5,1,2772,5,4,4,1.0,4.0,0
13,0,0,6,2,2801,4,9,9,0.2,1.8,0
13,0,0,7,2,2801,4,9,9,0.2,1.8,0
13,0,0,8,2,2801,4,9,9,0.2,1.8,0
13,0,0,9,2,2801,4,9,9,0.2,1.8,0
13,0,0,10,2,2801,4,9,9,0.2,1.8,0
13,0,0,11,2,2801,4,9,9,0.2,1.8,0
13,0,0,12,2,2801,4,9,9,0.2,1.8,0
13,0,0,13,2,2801,4,9,9,0.2,1.8,0
13,0,0,14,3,2831,2,3,3,0.20000000000000004,0.6000000000000001,0
