pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
4,0,1,0,102,0,0,0,24,24,99999,0,0,41,0.479,11.496,0.5,0.5
4,0,2,0,212,0,0,0,192,192,99999,0,0,42,0.37,71.04,0.6,0.6
4,0,3,0,34,0,0,0,336,336,99999,0,0,43,0.233,78.288,0.4,0.4
4,0,4,0,38,0,0,0,384,384,99999,0,0,44,0.275,105.6,0.4,0.4
4,0,5,0,184,0,0,0,192,192,99999,0,0,45,0.358,68.736,0.5,0.5
4,0,6,0,295,0,0,0,18,18,99999,0,0,46,2.168,39.024,0.6,0.6
4,0,7,0,90,0,0,0,24,24,99999,0,0,47,0.42,10.08,0.5,0.5
4,0,8,0,404,0,0,0,60,60,99999,0,0,48,0.408,24.48,0.6,0.6
4,0,9,0,499,0,0,0,240,240,99999,0,0,49,0.336,80.64,0.6,0.6
5,0,0,0,310,0,0,0,28,28,99999,0,0,50,2.35,65.8,0.6,0.6
5,0,1,0,321,0,0,0,180,180,99999,0,0,51,0.13,23.4,0.6,0.6
5,0,2,0,174,0,0,0,90,90,99999,0,0,52,0.13,11.7,0.5,0.5
5,0,3,0,47,0,0,0,30,30,99999,0,0,53,0.365,10.95,0.4,0.4
5,0,4,0,212,0,0,0,192,192,99999,0,0,54,0.37,71.04,0.6,0.6
5,0,5,0,3,0,0,0,312,312,99999,0,0,55,0.324,101.088,0.4,0.4
5,0,6,0,18,0,0,0,30,30,99999,0,0,56,0.333,9.99,0.4,0.4
5,0,7,0,329,0,0,0,40,40,99999,0,0,57,0.31,12.4,0.6,0.6
5,0,8,0,436,0,0,0,32,32,99999,0,0,58,2.162,69.184,0.6,0.6
5,0,9,0,6,0,0,0,10,10,99999,0,0,59,0.34,3.4,0.4,0.4
6,0,0,0,195,0,0,0,30,30,99999,0,0,60,0.589,17.67,0.5,0.5
6,0,1,0,53,0,0,0,12,12,99999,0,0,61,0.335,4.02,0.5,0.5
6,0,2,0,480,0,0,0,27,27,99999,0,0,62,3.0,81.0,0.6,0.6
6,0,3,0,46,0,0,0,30,30,99999,0,0,63,0.373,11.19,0.4,0.4
6,0,4,0,314,0,0,0,77,77,99999,0,0,64,1.0,77.0,0.6,0.6
6,0,5,0,2,0,0,0,24,24,99999,0,0,65,0.405,9.72,0.4,0.4
6,0,6,0,60,0,0,0,36,36,99999,0,0,66,0.263,9.468,0.5,0.5
6,0,7,0,13,0,0,0,96,96,99999,0,0,67,0.596,57.216,0.4,0.4
6,0,8,0,79,0,0,0,24,24,99999,0,0,68,0.429,10.296,0.5,0.5
6,0,9,0,163,0,0,0,96,96,99999,0,0,69,0.657,63.072,0.5,0.5
7,0,0,0,200,0,0,0,168,168,99999,0,0,70,0.125,21.0,0.6,0.6
7,0,1,0,183,0,0,0,288,288,99999,0,0,71,0.241,69.408,0.5,0.5
7,0,2,0,126,0,0,0,240,240,99999,0,0,72,0.27,64.8,0.5,0.5
7,0,3,0,180,0,0,0,216,216,99999,0,0,73,0.408,88.128,0.5,0.5
7,0,4,0,19,0,0,0,12,12,99999,0,0,74,0.28,3.36,0.4,0.4
7,0,5,0,222,0,0,0,456,456,99999,0,0,75,0.219,99.864,0.6,0.6
7,0,6,0,341,0,0,0,96,96,99999,0,0,76,0.665,63.84,0.6,0.6
7,0,7,0,262,0,0,0,15,15,99999,0,0,77,0.584,8.76,0.6,0.6
7,0,8,0,218,0,0,0,24,24,99999,0,0,78,0.446,10.704,0.6,0.6
7,0,9,0,391,0,0,0,5,5,99999,0,0,79,7.23,36.15,0.6,0.6
8,0,0,0,26,0,0,0,360,360,99999,0,0,80,0.274,98.64,0.4,0.4
8,0,1,0,33,0,0,0,240,240,99999,0,0,81,0.409,98.16,0.4,0.4
8,0,2,0,121,0,0,0,3,3,99999,0,0,82,15.0,45.0,0.5,0.5
8,0,3,0,152,0,0,0,12,12,99999,0,0,83,0.708,8.496,0.5,0.5
8,0,4,0,221,0,0,0,20,20,99999,0,0,84,1.0,20.0,0.6,0.6
8,0,5,0,167,0,0,0,240,240,99999,0,0,85,0.284,68.16,0.5,0.5
8,0,6,0,275,0,0,0,36,36,99999,0,0,86,0.368,13.248,0.6,0.6
8,0,7,0,140,0,0,0,10,10,99999,0,0,87,6.27,62.7,0.5,0.5
8,0,8,0,159,0,0,0,336,336,99999,0,0,88,0.245,82.32,0.5,0.5
8,0,9,0,36,0,0,0,12,12,99999,0,0,89,3.463,41.556,0.4,0.4
9,0,0,0,87,0,0,0,12,12,99999,0,0,90,5.165,61.98,0.5,0.5
9,0,1,0,386,0,0,0,36,36,99999,0,0,91,0.213,7.668,0.6,0.6
9,0,2,0,138,0,0,0,36,36,99999,0,0,92,0.39,14.04,0.5,0.5
9,0,3,0,44,0,0,0,120,120,99999,0,0,93,0.62,74.4,0.4,0.4
9,0,4,0,181,0,0,0,24,24,99999,0,0,94,0.491,11.784,0.5,0.5
9,0,5,0,91,0,0,0,18,18,99999,0,0,95,0.53,9.54,0.5,0.5
9,0,6,0,48,0,0,0,360,360,99999,0,0,96,0.275,99.0,0.4,0.4
9,0,7,0,81,0,0,0,12,12,99999,0,0,97,0.248,2.976,0.5,0.5
9,0,8,0,72,0,0,0,120,120,99999,0,0,98,0.62,74.4,0.5,0.5
9,0,9,0,94,0,0,0,24,24,99999,0,0,99,2.087,50.088,0.5,0.5
10,0,0,0,429,0,0,0,72,72,99999,0,0,100,1.008,72.576,0.6,0.6
10,0,1,0,216,0,0,0,20,20,99999,0,0,101,1.0,20.0,0.6,0.6
10,0,2,0,21,0,0,0,432,432,99999,0,0,102,0.165,71.28,0.4,0.4
10,0,3,0,46,0,0,0,30,30,99999,0,0,103,0.373,11.19,0.4,0.4
10,0,4,0,479,0,0,0,72,72,99999,0,0,104,0.465,33.48,0.6,0.6
10,0,5,0,9,0,0,0,180,180,99999,0,0,105,0.1,18.0,0.4,0.4
10,0,6,0,61,0,0,0,108,108,99999,0,0,106,0.229,24.732,0.5,0.5
10,0,7,0,18,0,0,0,30,30,99999,0,0,107,0.333,9.99,0.4,0.4
10,0,8,0,492,0,0,0,216,216,99999,0,0,108,0.358,77.328,0.6,0.6
10,0,9,0,37,0,0,0,384,384,99999,0,0,109,0.277,106.368,0.4,0.4
11,0,0,0,380,0,0,0,288,288,99999,0,0,110,0.326,93.888,0.6,0.6
11,0,1,0,271,0,0,0,288,288,99999,0,0,111,0.063,18.144,0.6,0.6
11,0,2,0,42,0,0,0,30,30,99999,0,0,112,0.454,13.62,0.4,0.4
11,0,3,0,450,0,0,0,36,36,99999,0,0,113,0.316,11.376,0.6,0.6
11,0,4,0,288,0,0,0,24,24,99999,0,0,114,0.179,4.296,0.6,0.6
11,0,5,0,390,0,0,0,24,24,99999,0,0,115,0.221,5.304,0.6,0.6
11,0,6,0,206,0,0,0,120,120,99999,0,0,116,0.155,18.6,0.6,0.6
11,0,7,0,90,0,0,0,24,24,99999,0,0,117,0.42,10.08,0.5,0.5
11,0,8,0,402,0,0,0,77,77,99999,0,0,118,0.2,15.4,0.6,0.6
11,0,9,0,96,0,0,0,96,96,99999,0,0,119,0.668,64.128,0.5,0.5
12,0,0,0,35,0,0,0,192,192,99999,0,0,120,0.361,69.312,0.4,0.4
12,0,1,0,105,0,0,0,12,12,99999,0,0,121,0.291,3.492,0.5,0.5
12,0,2,0,494,0,0,0,96,96,99999,0,0,122,0.649,62.304,0.6,0.6
12,0,3,0,9,0,0,0,180,180,99999,0,0,123,0.1,18.0,0.4,0.4
12,0,4,0,418,0,0,0,27,27,99999,0,0,124,1.5,40.5,0.6,0.6
12,0,5,0,40,0,0,0,24,24,99999,0,0,125,2.218,53.232,0.4,0.4
12,0,6,0,28,0,0,0,12,12,99999,0,0,126,0.387,4.644,0.4,0.4
12,0,7,0,353,0,0,0,720,720,99999,0,0,127,0.142,102.24,0.6,0.6
12,0,8,0,161,0,0,0,210,210,99999,0,0,128,0.114,23.94,0.5,0.5
12,0,9,0,456,0,0,0,8,8,99999,0,0,129,1.0,8.0,0.6,0.6
13,0,0,0,6,0,0,0,10,10,99999,0,0,130,0.34,3.4,0.4,0.4
13,0,1,0,413,0,0,0,288,288,99999,0,0,131,0.362,104.256,0.6,0.6
13,0,2,0,19,0,0,0,12,12,99999,0,0,132,0.28,3.36,0.4,0.4
13,0,3,0,90,0,0,0,24,24,99999,0,0,133,0.42,10.08,0.5,0.5
13,0,4,0,273,0,0,0,210,210,99999,0,0,134,0.098,20.58,0.6,0.6
13,0,5,0,110,0,0,0,280,280,99999,0,0,135,0.075,21.0,0.5,0.5
13,0,6,0,134,0,0,0,24,24,99999,0,0,136,0.409,9.816,0.5,0.5
13,0,7,0,180,0,0,0,216,216,99999,0,0,137,0.408,88.128,0.5,0.5
13,0,8,0,210,0,0,0,96,96,99999,0,0,138,0.637,61.152,0.6,0.6
13,0,9,0,39,0,0,0,360,360,99999,0,0,139,0.276,99.36,0.4,0.4
14,0,0,0,348,0,0,0,192,192,99999,0,0,140,0.397,76.224,0.6,0.6
14,0,1,0,20,0,0,0,216,216,99999,0,0,141,0.386,83.376,0.4,0.4
14,0,2,0,185,0,0,0,120,120,99999,0,0,142,0.532,63.84,0.5,0.5
14,0,3,0,32,0,0,0,96,96,99999,0,0,143,0.125,12.0,0.4,0.4
14,0,4,0,242,0,0,0,36,36,99999,0,0,144,0.368,13.248,0.6,0.6
14,0,5,0,420,0,0,0,40,40,99999,0,0,145,0.16,6.4,0.6,0.6
14,0,6,0,448,0,0,0,77,77,99999,0,0,146,0.2,15.4,0.6,0.6
14,0,7,0,36,0,0,0,12,12,99999,0,0,147,3.463,41.556,0.4,0.4
14,0,8,0,499,0,0,0,240,240,99999,0,0,148,0.336,80.64,0.6,0.6
14,0,9,0,76,0,0,0,12,12,99999,0,0,149,0.308,3.696,0.5,0.5
15,0,0,0,162,0,0,0,24,24,99999,0,0,150,0.698,16.752,0.5,0.5
15,0,1,0,152,0,0,0,12,12,99999,0,0,151,0.708,8.496,0.5,0.5
15,0,2,0,280,0,0,0,24,24,99999,0,0,152,0.264,6.336,0.6,0.6
15,0,3,0,116,0,0,0,24,24,99999,0,0,153,0.407,9.768,0.5,0.5
15,0,4,0,449,0,0,0,210,210,99999,0,0,154,0.135,28.35,0.6,0.6
15,0,5,0,310,0,0,0,28,28,99999,0,0,155,2.35,65.8,0.6,0.6
15,0,6,0,137,0,0,0,30,30,99999,0,0,156,0.454,13.62,0.5,0.5
15,0,7,0,92,0,0,0,30,30,99999,0,0,157,0.348,10.44,0.5,0.5
15,0,8,0,28,0,0,0,12,12,99999,0,0,158,0.387,4.644,0.4,0.4
15,0,9,0,48,0,0,0,360,360,99999,0,0,159,0.275,99.0,0.4,0.4
16,0,0,0,221,0,0,0,20,20,99999,0,0,160,1.0,20.0,0.6,0.6
16,0,1,0,113,0,0,0,11,11,99999,0,0,161,6.02,66.22,0.5,0.5
16,0,2,0,233,0,0,0,80,80,99999,0,0,162,0.179,14.32,0.6,0.6
16,0,3,0,87,0,0,0,12,12,99999,0,0,163,5.165,61.98,0.5,0.5
16,0,4,0,316,0,0,0,32,32,99999,0,0,164,0.468,14.976,0.6,0.6
16,0,5,0,9,0,0,0,180,180,99999,0,0,165,0.1,18.0,0.4,0.4
16,0,6,0,151,0,0,0,96,96,99999,0,0,166,0.667,64.032,0.5,0.5
16,0,7,0,6,0,0,0,10,10,99999,0,0,167,0.34,3.4,0.4,0.4
16,0,8,0,411,0,0,0,192,192,99999,0,0,168,0.368,70.656,0.6,0.6
16,0,9,0,440,0,0,0,24,24,99999,0,0,169,0.192,4.608,0.6,0.6
17,0,0,0,326,0,0,0,36,36,99999,0,0,170,0.373,13.428,0.6,0.6
17,0,1,0,487,0,0,0,48,48,99999,0,0,171,0.24,11.52,0.6,0.6
17,0,2,0,69,0,0,0,48,48,99999,0,0,172,0.176,8.448,0.5,0.5
17,0,3,0,40,0,0,0,24,24,99999,0,0,173,2.218,53.232,0.4,0.4
17,0,4,0,200,0,0,0,168,168,99999,0,0,174,0.125,21.0,0.6,0.6
17,0,5,0,177,0,0,0,80,80,99999,0,0,175,1.08,86.4,0.5,0.5
17,0,6,0,58,0,0,0,264,264,99999,0,0,176,0.276,72.864,0.5,0.5
17,0,7,0,484,0,0,0,432,432,99999,0,0,177,0.218,94.176,0.6,0.6
17,0,8,0,321,0,0,0,180,180,99999,0,0,178,0.13,23.4,0.6,0.6
17,0,9,0,382,0,0,0,24,24,99999,0,0,179,0.368,8.832,0.6,0.6
18,0,0,0,190,0,0,0,8,8,99999,0,0,180,0.565,4.52,0.5,0.5
18,0,1,0,158,0,0,0,96,96,99999,0,0,181,0.633,60.768,0.5,0.5
18,0,2,0,48,0,0,0,360,360,99999,0,0,182,0.275,99.0,0.4,0.4
18,0,3,0,11,0,0,0,264,264,99999,0,0,183,0.282,74.448,0.4,0.4
18,0,4,0,6,0,0,0,10,10,99999,0,0,184,0.34,3.4,0.4,0.4
18,0,5,0,101,0,0,0,384,384,99999,0,0,185,0.275,105.6,0.5,0.5
18,0,6,0,53,0,0,0,12,12,99999,0,0,186,0.335,4.02,0.5,0.5
18,0,7,0,36,0,0,0,12,12,99999,0,0,187,3.463,41.556,0.4,0.4
18,0,8,0,1,0,0,0,72,72,99999,0,0,188,0.125,9.0,0.4,0.4
18,0,9,0,69,0,0,0,48,48,99999,0,0,189,0.176,8.448,0.5,0.5
19,0,0,0,470,0,0,0,48,48,99999,0,0,190,1.322,63.456,0.6,0.6
19,0,1,0,20,0,0,0,216,216,99999,0,0,191,0.386,83.376,0.4,0.4
19,0,2,0,126,0,0,0,240,240,99999,0,0,192,0.27,64.8,0.5,0.5
19,0,3,0,89,0,0,0,60,60,99999,0,0,193,0.142,8.52,0.5,0.5
19,0,4,0,192,0,0,0,360,360,99999,0,0,194,0.277,99.72,0.5,0.5
19,0,5,0,98,0,0,0,60,60,99999,0,0,195,0.225,13.5,0.5,0.5
19,0,6,0,160,0,0,0,10,10,99999,0,0,196,6.195,61.95,0.5,0.5
19,0,7,0,93,0,0,0,30,30,99999,0,0,197,0.281,8.43,0.5,0.5
19,0,8,0,182,0,0,0,12,12,99999,0,0,198,0.408,4.896,0.5,0.5
19,0,9,0,45,0,0,0,72,72,99999,0,0,199,0.125,9.0,0.4,0.4
20,0,0,0,38,0,0,0,384,384,99999,0,0,200,0.275,105.6,0.4,0.4
20,0,1,0,31,0,0,0,72,72,99999,0,0,201,0.125,9.0,0.4,0.4
20,0,2,0,297,0,0,0,168,168,99999,0,0,202,0.072,12.096,0.6,0.6
20,0,3,0,489,0,0,0,30,30,99999,0,0,203,0.533,15.99,0.6,0.6
20,0,4,0,162,0,0,0,24,24,99999,0,0,204,0.698,16.752,0.5,0.5
20,0,5,0,132,0,0,0,264,264,99999,0,0,205,0.3,79.2,0.5,0.5
20,0,6,0,10,0,0,0,210,210,99999,0,0,206,0.118,24.78,0.4,0.4
20,0,7,0,120,0,0,0,240,240,99999,0,0,207,0.3,72.0,0.5,0.5
20,0,8,0,153,0,0,0,42,42,99999,0,0,208,0.43,18.06,0.5,0.5
20,0,9,0,26,0,0,0,360,360,99999,0,0,209,0.274,98.64,0.4,0.4
21,0,0,0,90,0,0,0,24,24,99999,0,0,210,0.42,10.08,0.5,0.5
21,0,1,0,327,0,0,0,8,8,99999,0,0,211,1.0,8.0,0.6,0.6
21,0,2,0,41,0,0,0,80,80,99999,0,0,212,0.152,12.16,0.4,0.4
21,0,3,0,16,0,0,0,12,12,99999,0,0,213,0.301,3.612,0.4,0.4
21,0,4,0,4,0,0,0,6,6,99999,0,0,214,0.425,2.55,0.4,0.4
21,0,5,0,357,0,0,0,6,6,99999,0,0,215,2.165,12.99,0.6,0.6
21,0,6,0,91,0,0,0,18,18,99999,0,0,216,0.53,9.54,0.5,0.5
21,0,7,0,290,0,0,0,312,312,99999,0,0,217,0.33,102.96,0.6,0.6
21,0,8,0,200,0,0,0,168,168,99999,0,0,218,0.125,21.0,0.6,0.6
21,0,9,0,468,0,0,0,210,210,99999,0,0,219,0.115,24.15,0.6,0.6
22,0,0,0,31,0,0,0,72,72,99999,0,0,220,0.125,9.0,0.4,0.4
22,0,1,0,490,0,0,0,27,27,99999,0,0,221,3.0,81.0,0.6,0.6
22,0,2,0,78,0,0,0,240,240,99999,0,0,222,0.37,88.8,0.5,0.5
22,0,3,0,299,0,0,0,432,432,99999,0,0,223,0.161,69.552,0.6,0.6
22,0,4,0,384,0,0,0,12,12,99999,0,0,224,3.9,46.8,0.6,0.6
22,0,5,0,193,0,0,0,320,320,99999,0,0,225,0.05,16.0,0.5,0.5
22,0,6,0,287,0,0,0,31,31,99999,0,0,226,1.0,31.0,0.6,0.6
22,0,7,0,115,0,0,0,192,192,99999,0,0,227,0.389,74.688,0.5,0.5
22,0,8,0,400,0,0,0,36,36,99999,0,0,228,1.037,37.332,0.6,0.6
22,0,9,0,29,0,0,0,360,360,99999,0,0,229,0.274,98.64,0.4,0.4
23,0,0,0,270,0,0,0,80,80,99999,0,0,230,0.924,73.92,0.6,0.6
23,0,1,0,17,0,0,0,108,108,99999,0,0,231,0.176,19.008,0.4,0.4
23,0,2,0,204,0,0,0,50,50,99999,0,0,232,0.238,11.9,0.6,0.6
23,0,3,0,198,0,0,0,288,288,99999,0,0,233,0.07,20.16,0.5,0.5
23,0,4,0,75,0,0,0,12,12,99999,0,0,234,1.138,13.656,0.5,0.5
23,0,5,0,381,0,0,0,8,8,99999,0,0,235,1.0,8.0,0.6,0.6
23,0,6,0,256,0,0,0,24,24,99999,0,0,236,0.446,10.704,0.6,0.6
23,0,7,0,20,0,0,0,216,216,99999,0,0,237,0.386,83.376,0.4,0.4
23,0,8,0,98,0,0,0,60,60,99999,0,0,238,0.225,13.5,0.5,0.5
23,0,9,0,144,0,0,0,360,360,99999,0,0,239,0.275,99.0,0.5,0.5
24,0,0,0,95,0,0,0,240,240,99999,0,0,240,0.409,98.16,0.5,0.5
24,0,1,0,188,0,0,0,12,12,99999,0,0,241,1.147,13.764,0.5,0.5
24,0,2,0,94,0,0,0,24,24,99999,0,0,242,2.087,50.088,0.5,0.5
24,0,3,0,163,0,0,0,96,96,99999,0,0,243,0.657,63.072,0.5,0.5
24,0,4,0,21,0,0,0,432,432,99999,0,0,244,0.165,71.28,0.4,0.4
24,0,5,0,122,0,0,0,48,48,99999,0,0,245,0.208,9.984,0.5,0.5
24,0,6,0,180,0,0,0,216,216,99999,0,0,246,0.408,88.128,0.5,0.5
24,0,7,0,189,0,0,0,36,36,99999,0,0,247,0.342,12.312,0.5,0.5
24,0,8,0,435,0,0,0,9,9,99999,0,0,248,0.62,5.58,0.6,0.6
24,0,9,0,146,0,0,0,24,24,99999,0,0,249,0.561,13.464,0.5,0.5
25,0,0,0,240,0,0,0,312,312,99999,0,0,250,0.279,87.048,0.6,0.6
25,0,1,0,82,0,0,0,168,168,99999,0,0,251,0.446,74.928,0.5,0.5
25,0,2,0,327,0,0,0,8,8,99999,0,0,252,1.0,8.0,0.6,0.6
25,0,3,0,45,0,0,0,72,72,99999,0,0,253,0.125,9.0,0.4,0.4
25,0,4,0,123,0,0,0,20,20,99999,0,0,254,0.28,5.6,0.5,0.5
25,0,5,0,199,0,0,0,10,10,99999,0,0,255,5.345,53.45,0.5,0.5
25,0,6,0,141,0,0,0,30,30,99999,0,0,256,0.454,13.62,0.5,0.5
25,0,7,0,47,0,0,0,30,30,99999,0,0,257,0.365,10.95,0.4,0.4
25,0,8,0,80,0,0,0,32,32,99999,0,0,258,0.468,14.976,0.5,0.5
25,0,9,0,52,0,0,0,48,48,99999,0,0,259,0.102,4.896,0.5,0.5
26,0,0,0,183,0,0,0,288,288,99999,0,0,260,0.241,69.408,0.5,0.5
26,0,1,0,138,0,0,0,36,36,99999,0,0,261,0.39,14.04,0.5,0.5
26,0,2,0,2,0,0,0,24,24,99999,0,0,262,0.405,9.72,0.4,0.4
26,0,3,0,180,0,0,0,216,216,99999,0,0,263,0.408,88.128,0.5,0.5
26,0,4,0,111,0,0,0,27,27,99999,0,0,264,3.0,81.0,0.5,0.5
26,0,5,0,40,0,0,0,24,24,99999,0,0,265,2.218,53.232,0.4,0.4
26,0,6,0,46,0,0,0,30,30,99999,0,0,266,0.373,11.19,0.4,0.4
26,0,7,0,34,0,0,0,336,336,99999,0,0,267,0.233,78.288,0.4,0.4
26,0,8,0,362,0,0,0,32,32,99999,0,0,268,2.206,70.592,0.6,0.6
26,0,9,0,283,0,0,0,20,20,99999,0,0,269,1.0,20.0,0.6,0.6
27,0,0,0,150,0,0,0,24,24,99999,0,0,270,0.387,9.288,0.5,0.5
27,0,1,0,130,0,0,0,24,24,99999,0,0,271,0.615,14.76,0.5,0.5
27,0,2,0,17,0,0,0,108,108,99999,0,0,272,0.176,19.008,0.4,0.4
27,0,3,0,71,0,0,0,24,24,99999,0,0,273,0.288,6.912,0.5,0.5
27,0,4,0,41,0,0,0,80,80,99999,0,0,274,0.152,12.16,0.4,0.4
27,0,5,0,407,0,0,0,288,288,99999,0,0,275,0.07,20.16,0.6,0.6
27,0,6,0,47,0,0,0,30,30,99999,0,0,276,0.365,10.95,0.4,0.4
27,0,7,0,49,0,0,0,240,240,99999,0,0,277,0.408,97.92,0.4,0.4
27,0,8,0,136,0,0,0,48,48,99999,0,0,278,0.208,9.984,0.5,0.5
27,0,9,0,321,0,0,0,180,180,99999,0,0,279,0.13,23.4,0.6,0.6
28,0,0,0,296,0,0,0,20,20,99999,0,0,280,0.435,8.7,0.6,0.6
28,0,1,0,209,0,0,0,210,210,99999,0,0,281,0.115,24.15,0.6,0.6
28,0,2,0,51,0,0,0,336,336,99999,0,0,282,0.278,93.408,0.5,0.5
28,0,3,0,25,0,0,0,30,30,99999,0,0,283,0.454,13.62,0.4,0.4
28,0,4,0,109,0,0,0,264,264,99999,0,0,284,0.283,74.712,0.5,0.5
28,0,5,0,115,0,0,0,192,192,99999,0,0,285,0.389,74.688,0.5,0.5
28,0,6,0,77,0,0,0,264,264,99999,0,0,286,0.283,74.712,0.5,0.5
28,0,7,0,69,0,0,0,48,48,99999,0,0,287,0.176,8.448,0.5,0.5
28,0,8,0,130,0,0,0,24,24,99999,0,0,288,0.615,14.76,0.5,0.5
28,0,9,0,242,0,0,0,36,36,99999,0,0,289,0.368,13.248,0.6,0.6
29,0,0,0,97,0,0,0,10,10,99999,0,0,290,5.575,55.75,0.5,0.5
29,0,1,0,187,0,0,0,12,12,99999,0,0,291,0.463,5.556,0.5,0.5
29,0,2,0,20,0,0,0,216,216,99999,0,0,292,0.386,83.376,0.4,0.4
29,0,3,0,457,0,0,0,24,24,99999,0,0,293,0.197,4.728,0.6,0.6
29,0,4,0,245,0,0,0,456,456,99999,0,0,294,0.217,98.952,0.6,0.6
29,0,5,0,110,0,0,0,280,280,99999,0,0,295,0.075,21.0,0.5,0.5
29,0,6,0,15,0,0,0,12,12,99999,0,0,296,0.367,4.404,0.4,0.4
29,0,7,0,104,0,0,0,360,360,99999,0,0,297,0.28,100.8,0.5,0.5
29,0,8,0,191,0,0,0,264,264,99999,0,0,298,0.283,74.712,0.5,0.5
29,0,9,0,4,0,0,0,6,6,99999,0,0,299,0.425,2.55,0.4,0.4
30,0,0,0,361,0,0,0,312,312,99999,0,0,300,0.328,102.336,0.6,0.6
30,0,1,0,268,0,0,0,18,18,99999,0,0,301,0.238,4.284,0.6,0.6
30,0,2,0,282,0,0,0,72,72,99999,0,0,302,0.144,10.368,0.6,0.6
30,0,3,0,176,0,0,0,36,36,99999,0,0,303,0.375,13.5,0.5,0.5
30,0,4,0,40,0,0,0,24,24,99999,0,0,304,2.218,53.232,0.4,0.4
30,0,5,0,225,0,0,0,40,40,99999,0,0,305,0.204,8.16,0.6,0.6
